Income,Age,Workclass,Education.num,Race,Sex,Hours.per.week
Low,34,Private,NA,White,Male,20
Low,37,Private,10,White,Male,65
Low,24,Private,7,White,Female,40
Low,NA,Private,9,Black,Female,40
Low,NA,Self-emp-not-inc,9,Black,Male,25
Low,20,Private,NA,White,Female,10
High,34,State-gov,10,Black,Male,40
Low,37,Private,10,White,Female,20
Low,47,Federal-gov,NA,White,Female,40
Low,25,Private,5,White,Male,45
High,36,Self-emp-not-inc,9,White,Male,65
Low,60,Private,9,White,Male,50
Low,64,Self-emp-inc,9,White,Male,10
Low,32,Local-gov,13,White,Female,40
Low,33,State-gov,6,White,Male,40
Low,71,Private,13,White,Female,14
Low,NA,Local-gov,10,Amer-Indian-Eskimo,Female,40
Low,85,Self-emp-not-inc,9,White,Female,50
Low,57,Self-emp-not-inc,4,White,Male,40
High,39,Private,15,Asian-Pac-Islander,Male,67
Low,25,Private,10,White,Male,NA
High,58,Private,10,White,Male,40
Low,57,Private,9,White,Male,40
Low,30,Private,11,White,Female,36
Low,19,Private,7,White,Female,20
High,NA,Private,10,White,Male,40
Low,28,Private,9,Amer-Indian-Eskimo,Female,NA
Low,43,Federal-gov,13,White,Male,40
High,40,?,9,White,Female,NA
Low,19,Private,9,White,Female,15
Low,24,Private,9,White,Male,38
High,34,Private,13,White,NA,65
Low,22,Private,9,White,Female,40
Low,64,Self-emp-not-inc,11,White,Male,55
Low,55,?,4,White,Male,40
Low,26,Private,7,White,Male,40
Low,80,Private,9,White,Female,16
Low,79,Local-gov,16,White,Female,40
High,58,Self-emp-not-inc,13,White,Male,40
Low,43,Private,13,White,Male,40
High,43,Private,9,White,NA,40
Low,46,Private,9,White,Male,25
High,35,Private,NA,White,Female,40
Low,NA,Private,11,White,Male,40
High,52,Local-gov,14,White,Female,60
High,NA,Self-emp-inc,13,NA,Male,60
Low,68,Private,10,White,Female,45
High,34,State-gov,13,White,Female,45
High,37,Private,13,Asian-Pac-Islander,Male,40
Low,22,Private,9,Black,Female,40
Low,32,Private,NA,White,Male,55
Low,65,Self-emp-not-inc,6,White,Male,NA
Low,28,Private,10,White,Male,60
Low,37,Private,9,Asian-Pac-Islander,Male,40
Low,40,Self-emp-inc,13,White,Female,45
Low,40,Private,7,White,Male,40
Low,NA,Private,9,White,Female,20
Low,35,Private,10,White,Male,60
Low,62,Self-emp-not-inc,3,White,Male,30
Low,49,Private,11,White,Male,45
Low,49,Private,9,White,Female,55
High,47,Private,13,White,Male,40
Low,45,Private,9,White,Female,40
Low,37,Private,2,White,Male,77
High,36,Local-gov,11,White,Male,53
Low,36,Private,6,White,Male,70
High,44,Private,NA,White,Male,50
High,51,State-gov,14,White,Male,60
Low,25,State-gov,10,White,Male,40
Low,28,Self-emp-not-inc,NA,White,Male,55
Low,57,Private,9,White,Female,32
Low,46,Private,9,Amer-Indian-Eskimo,Male,40
High,59,Private,6,White,Male,45
Low,28,Private,7,White,Male,40
Low,25,Private,9,White,Male,40
Low,35,Private,9,Black,Female,40
High,NA,Private,12,White,Male,45
High,29,Private,13,White,Male,NA
Low,43,Federal-gov,9,White,Male,40
Low,38,Federal-gov,9,Black,Female,40
Low,26,Private,10,White,NA,40
High,55,?,NA,White,Male,50
Low,36,Private,9,White,Male,40
High,NA,Private,10,White,Male,40
Low,23,?,9,White,Male,40
Low,34,Private,9,White,Male,30
Low,41,Private,7,White,Male,55
Low,44,Private,11,White,Female,40
Low,48,Self-emp-not-inc,11,White,Female,50
High,35,NA,9,Black,Male,NA
Low,43,Local-gov,13,Black,Female,42
High,57,Federal-gov,13,White,Male,40
Low,44,Local-gov,9,NA,Female,40
Low,28,Private,9,White,Male,NA
Low,55,Private,6,Black,Female,40
Low,52,Private,9,White,Male,NA
Low,30,Private,9,Black,Female,40
High,31,Private,16,Asian-Pac-Islander,Male,50
Low,21,?,10,White,Male,70
High,50,NA,15,NA,Male,45
High,43,Self-emp-not-inc,13,NA,Male,70
Low,33,Private,9,Other,Male,50
Low,23,Federal-gov,11,White,Male,25
High,35,Private,13,White,Male,NA
Low,18,Private,10,White,Male,15
Low,21,?,10,Other,Female,40
High,NA,Local-gov,13,Black,Male,70
Low,30,Federal-gov,13,Asian-Pac-Islander,Female,45
Low,21,Private,10,White,Male,15
High,NA,Local-gov,13,White,Female,35
Low,38,Private,10,White,Male,40
High,33,Private,14,White,Male,60
Low,24,Private,11,White,Male,45
Low,24,Private,10,Black,Male,40
Low,39,Private,10,Black,NA,30
Low,43,Private,9,Asian-Pac-Islander,Male,60
Low,43,Self-emp-not-inc,13,White,Male,21
High,62,?,14,White,Male,2
Low,30,State-gov,13,Black,Female,40
Low,25,Private,7,White,Male,40
Low,45,Private,9,White,NA,35
Low,22,Private,10,White,Male,20
High,73,Private,13,White,Male,40
High,26,Private,10,White,Male,40
Low,24,Private,9,Black,Male,45
Low,18,Private,8,White,Male,20
High,35,Private,13,White,Male,35
Low,22,Private,10,White,Female,43
Low,28,Private,10,White,Male,40
Low,38,Private,10,White,Male,45
Low,68,?,16,White,Male,70
Low,40,Local-gov,9,White,Female,40
High,32,Private,10,White,Male,84
High,42,Private,9,White,Male,50
Low,31,State-gov,9,White,Female,NA
Low,33,Private,13,White,Male,50
Low,54,Self-emp-not-inc,13,White,Male,65
Low,63,Private,NA,White,Male,25
Low,NA,Self-emp-not-inc,13,White,Male,30
Low,47,Private,9,Black,Female,NA
Low,67,Self-emp-inc,13,White,Female,35
Low,33,Private,9,Other,Female,19
Low,33,Local-gov,9,White,NA,80
Low,25,Local-gov,13,White,Male,40
Low,25,Private,10,White,Female,40
Low,35,Private,10,White,Male,40
High,54,Private,9,White,Male,40
High,35,Self-emp-not-inc,9,White,Male,80
Low,18,Private,7,White,Male,12
Low,54,?,9,White,Female,25
Low,30,Private,7,White,NA,60
Low,29,Private,6,White,Male,48
High,41,Private,13,White,Female,10
High,40,Private,12,White,Male,40
High,46,Private,10,NA,Male,40
Low,39,Private,12,White,NA,45
High,NA,Private,13,White,NA,40
High,49,Self-emp-not-inc,13,White,Male,50
Low,23,Private,10,White,Female,40
Low,34,Private,4,NA,Male,40
Low,42,Self-emp-not-inc,9,White,Male,48
High,31,Private,10,White,Male,50
Low,72,?,9,White,Female,2
High,31,NA,11,White,Male,30
High,90,Private,14,White,Female,40
Low,27,Self-emp-not-inc,13,White,Female,40
Low,18,?,9,White,Male,40
High,30,Self-emp-not-inc,9,White,Male,50
Low,NA,Local-gov,9,Black,Female,40
Low,27,Self-emp-not-inc,7,White,Male,50
Low,28,Private,9,White,Male,40
Low,40,Private,9,White,Female,45
Low,43,Local-gov,14,Black,Female,37
Low,26,Private,9,NA,Male,50
Low,48,Self-emp-not-inc,11,White,Female,NA
Low,41,Private,12,Asian-Pac-Islander,NA,40
Low,32,Private,9,White,Male,NA
Low,23,Private,9,White,Male,40
Low,35,Private,7,White,Male,65
Low,42,Private,10,White,Male,50
Low,27,State-gov,13,White,Female,40
Low,34,Private,9,White,Male,40
Low,25,Private,13,White,Female,40
High,NA,Local-gov,13,White,Male,45
Low,34,Private,10,Asian-Pac-Islander,Male,40
Low,39,Private,9,White,Female,40
Low,33,Private,9,White,Female,40
Low,25,Private,13,White,Male,40
Low,45,Private,11,White,Male,50
Low,NA,Private,13,White,Male,40
Low,23,Private,9,White,Male,50
Low,37,Private,10,Black,NA,40
High,39,Private,14,White,Male,40
High,38,Self-emp-not-inc,9,White,Male,40
Low,35,Self-emp-not-inc,10,White,Male,40
High,49,Self-emp-inc,13,White,Male,50
High,37,Private,12,White,Female,NA
Low,45,Private,NA,White,Female,40
Low,71,Private,8,White,Female,40
High,44,Private,13,White,Male,60
Low,19,NA,10,White,Male,22
Low,38,NA,11,White,NA,40
Low,42,Local-gov,9,White,Male,40
High,29,Private,11,White,Male,60
Low,NA,Private,7,White,Male,40
High,56,Self-emp-inc,11,White,Male,54
Low,32,Federal-gov,9,White,Male,40
Low,19,Private,9,White,Female,30
Low,57,Self-emp-not-inc,10,White,Male,35
Low,55,Private,6,White,Male,60
Low,48,?,7,White,Male,40
Low,46,Self-emp-inc,8,White,Male,45
Low,36,Private,5,Black,Female,40
High,66,Private,13,White,Male,50
Low,26,Private,9,Black,Male,40
High,58,Self-emp-inc,11,White,Male,40
High,62,Private,13,White,Male,55
Low,31,NA,13,Other,Male,40
Low,77,?,11,White,Female,25
Low,25,Private,NA,White,Male,40
Low,38,Private,13,White,Male,56
Low,33,Private,13,White,Female,40
Low,51,Federal-gov,10,Black,Female,40
Low,20,Private,11,White,Male,40
Low,40,Federal-gov,9,White,NA,40
Low,20,Private,6,White,Male,40
Low,41,Local-gov,10,White,Female,25
Low,44,Private,8,White,Female,40
Low,NA,Private,9,White,Male,40
Low,35,Self-emp-not-inc,9,White,Male,60
Low,46,Federal-gov,NA,Black,Female,40
Low,24,Private,10,White,Female,17
Low,18,Private,10,White,Male,40
Low,37,NA,9,White,Male,40
Low,58,Private,16,White,Male,8
Low,55,Private,11,White,Male,40
Low,68,Private,NA,White,Female,30
High,41,Private,13,White,NA,40
High,50,Private,14,White,NA,50
Low,48,Private,9,White,Male,40
Low,42,NA,10,White,Male,45
Low,45,Private,9,White,Male,40
Low,43,NA,10,White,Male,40
Low,37,Private,10,White,Male,NA
High,43,Private,13,White,Male,45
Low,36,Private,9,White,Female,40
Low,60,Private,9,Asian-Pac-Islander,Male,30
Low,27,Private,9,White,Male,50
High,36,Private,13,White,Male,50
Low,47,State-gov,12,White,Male,NA
Low,33,Private,10,White,Male,80
Low,19,State-gov,8,Black,Male,20
Low,33,Private,13,Asian-Pac-Islander,Female,35
High,34,Private,13,White,Male,40
Low,33,Private,NA,White,Female,40
Low,57,Private,10,White,Female,NA
High,59,NA,14,White,Female,NA
Low,36,Private,9,White,Female,40
High,60,Private,12,White,NA,40
Low,33,Local-gov,11,White,Male,40
Low,41,Private,13,White,Female,45
Low,20,Self-emp-not-inc,10,White,Male,10
Low,28,Local-gov,13,White,Female,50
Low,24,State-gov,14,Asian-Pac-Islander,Male,20
Low,31,Private,8,Black,Male,60
Low,38,Private,9,White,Female,40
Low,40,Private,13,White,Female,45
Low,55,State-gov,13,White,Male,15
Low,49,Private,9,White,Male,50
Low,33,NA,9,White,Male,45
Low,52,Private,3,White,NA,40
Low,24,Local-gov,13,White,Male,35
Low,46,Private,13,White,Male,48
Low,20,Private,10,White,Female,20
Low,50,Private,3,White,Male,NA
Low,22,Private,9,White,Male,40
Low,32,Self-emp-inc,10,Black,Male,35
High,46,Private,9,White,Male,65
Low,62,?,9,White,Male,30
High,39,Private,10,White,Male,62
Low,26,Private,10,White,Female,15
Low,20,Private,10,Black,Female,14
Low,37,Self-emp-inc,10,White,Male,50
Low,40,Private,10,NA,Female,24
Low,22,Private,10,White,Female,38
High,32,Private,13,White,Female,40
Low,41,Private,10,White,Male,50
Low,24,Private,12,White,Female,40
Low,40,Private,NA,White,Male,40
High,37,State-gov,NA,White,Female,39
High,42,Private,14,White,NA,40
Low,56,Private,5,White,Female,40
Low,20,Private,10,White,Male,50
Low,55,Local-gov,9,White,Male,40
Low,29,Private,9,White,Male,40
Low,37,Private,9,White,Male,40
Low,61,Self-emp-not-inc,13,White,Male,60
Low,26,Private,13,White,Male,38
Low,49,Self-emp-inc,10,White,Male,55
Low,18,Local-gov,4,White,Male,NA
Low,30,Private,5,Black,Male,40
Low,24,Private,9,Black,Female,20
Low,24,State-gov,9,White,NA,40
Low,37,Private,9,White,Male,40
Low,37,Local-gov,9,White,Female,40
Low,36,Private,10,White,Male,NA
Low,40,Private,9,White,Male,40
Low,44,Self-emp-not-inc,9,White,Male,55
Low,43,Self-emp-not-inc,9,White,Male,20
Low,19,Private,10,White,Female,35
Low,50,Private,14,White,Female,40
Low,17,?,6,White,Male,30
Low,39,Private,9,Black,Female,50
Low,43,Private,9,White,Male,40
Low,43,Private,9,White,Male,40
High,40,Private,14,White,Male,40
Low,31,State-gov,10,White,Male,40
Low,25,Private,13,White,Male,40
Low,30,Federal-gov,13,White,Male,40
Low,55,Private,5,White,Male,40
Low,55,Private,4,White,Male,75
Low,29,Private,10,Black,Male,40
High,28,Private,13,White,Male,60
Low,30,Private,9,NA,Male,40
Low,33,Private,9,White,Male,55
Low,23,NA,9,White,Male,40
Low,71,Private,7,White,Female,NA
Low,22,?,10,White,Male,6
Low,21,Private,10,White,Female,40
Low,62,?,9,Asian-Pac-Islander,Male,24
Low,22,?,10,Black,Female,NA
Low,49,Private,9,White,Male,40
Low,NA,Private,12,White,Male,20
Low,27,Private,12,White,Male,40
High,27,Private,14,Asian-Pac-Islander,Male,40
Low,26,Private,NA,White,Male,20
Low,30,?,10,White,Male,40
Low,17,NA,6,White,Female,30
Low,26,Private,10,White,Male,50
Low,45,Private,NA,White,Female,40
High,50,Private,9,White,Male,40
Low,31,Private,9,White,Male,45
Low,51,Private,12,White,Female,40
Low,56,Private,5,White,Female,40
Low,24,State-gov,13,White,Male,35
Low,29,Private,8,White,Male,40
Low,26,Private,10,White,Male,24
Low,51,Private,10,White,Male,45
Low,32,Local-gov,9,White,Male,40
High,47,State-gov,13,White,Male,40
Low,30,Private,9,White,Male,NA
Low,41,?,7,Black,Female,40
Low,NA,Federal-gov,10,White,Male,40
High,40,Private,10,Amer-Indian-Eskimo,Male,40
High,62,Private,9,White,Male,40
Low,43,Self-emp-inc,13,White,Male,60
Low,76,Private,3,White,Male,20
High,40,?,14,White,Male,60
High,35,Private,13,White,Male,50
Low,27,NA,9,White,Female,40
High,54,Self-emp-inc,13,White,Male,40
Low,NA,Self-emp-not-inc,9,NA,Male,40
Low,21,Private,10,White,Male,12
Low,20,Private,10,White,Male,20
Low,39,Private,9,White,Female,20
High,26,Private,13,White,Male,64
Low,20,Private,9,White,Female,42
Low,28,Private,9,White,Male,60
Low,56,Federal-gov,10,Black,Male,40
Low,39,Private,8,White,Male,40
High,44,Federal-gov,13,Asian-Pac-Islander,Male,40
High,55,Private,9,White,Male,40
Low,54,Self-emp-not-inc,9,White,Male,40
High,30,Private,13,White,Male,45
High,34,Local-gov,9,White,Male,57
Low,42,Private,9,Black,Female,38
Low,50,Self-emp-inc,10,White,Female,75
High,34,Federal-gov,10,Black,NA,40
Low,23,Private,11,White,Male,33
Low,27,?,13,Asian-Pac-Islander,NA,25
Low,81,?,13,White,Male,5
Low,47,Private,7,NA,Female,40
Low,57,Private,3,White,Male,40
High,NA,?,11,White,Female,56
Low,33,Private,14,Black,Male,50
Low,37,Private,9,White,Female,NA
Low,53,Private,13,White,Female,40
Low,27,State-gov,13,White,Female,40
High,47,Private,9,White,Male,50
Low,42,Private,12,White,Male,50
High,39,Private,10,Black,Male,NA
Low,58,Local-gov,13,White,Male,40
Low,20,Private,9,White,Male,24
Low,19,Private,9,White,NA,40
Low,39,Private,9,White,Male,35
Low,51,Private,9,White,Male,44
Low,NA,Private,9,White,Female,40
High,53,Private,10,White,Female,50
Low,50,Private,NA,White,Male,40
Low,NA,Private,9,White,Male,40
Low,30,Private,13,White,Female,NA
Low,30,Private,10,Black,Female,40
High,50,Private,9,White,Male,55
Low,76,Private,NA,White,Female,40
High,46,Self-emp-not-inc,13,White,Male,40
Low,24,Private,10,Black,Male,40
Low,26,Private,9,White,Male,40
High,56,Self-emp-not-inc,15,White,Male,50
High,NA,Private,13,White,Male,40
Low,22,Private,10,White,Male,40
Low,23,Local-gov,13,White,Female,NA
Low,51,Private,9,White,Male,50
Low,58,Private,6,NA,Male,40
Low,38,NA,5,Black,Female,24
High,45,Private,10,White,Male,40
Low,55,Self-emp-not-inc,9,White,Male,40
High,45,Private,10,White,Male,60
Low,42,Private,10,White,Male,45
High,44,State-gov,13,White,Male,46
High,60,Private,13,White,Male,50
Low,27,Private,10,White,Male,40
High,25,Local-gov,10,White,Male,40
Low,61,?,13,White,Female,24
High,NA,Private,9,White,Male,50
Low,44,Local-gov,11,White,Male,40
Low,63,Private,NA,White,Female,41
Low,46,NA,14,White,Female,43
Low,47,Private,10,White,Male,40
Low,37,Private,10,Black,Male,40
Low,43,Private,9,Black,Female,40
High,46,Private,14,White,Male,35
Low,48,?,6,NA,Female,35
Low,61,Self-emp-not-inc,12,White,Female,90
High,53,NA,9,Black,Male,40
Low,79,?,4,White,Male,35
Low,NA,Private,9,White,Male,30
Low,54,Private,9,White,Male,45
Low,22,Private,10,White,Female,40
High,47,Federal-gov,NA,Black,Male,50
Low,18,Private,9,White,Female,20
Low,25,Private,6,White,Male,40
Low,24,Private,10,White,Female,40
High,37,Local-gov,13,White,Male,40
High,51,Private,10,White,Female,40
High,35,Self-emp-not-inc,9,White,Male,60
Low,59,Private,10,White,Female,34
Low,46,Private,10,Asian-Pac-Islander,Male,40
High,45,Local-gov,11,White,Male,60
Low,19,Private,9,White,Male,15
Low,22,Private,9,White,Female,28
Low,41,Private,13,White,Male,40
Low,33,Self-emp-not-inc,9,White,Male,40
Low,NA,Federal-gov,9,Black,Female,40
Low,22,Private,10,NA,Male,35
High,29,Self-emp-not-inc,9,White,Male,65
Low,22,Private,NA,White,Female,39
Low,34,Private,12,NA,Male,10
Low,23,Private,8,White,Male,40
Low,20,Private,9,White,Male,50
Low,25,Private,13,Asian-Pac-Islander,Female,40
High,59,Private,9,White,Male,40
Low,44,Private,10,White,Male,55
Low,55,Private,NA,White,Male,40
Low,77,Self-emp-not-inc,10,White,Female,1
High,42,Private,14,White,Male,40
High,47,Private,9,White,Male,40
Low,42,Private,10,White,Male,40
Low,45,Private,10,White,NA,40
Low,23,Private,9,White,Male,40
Low,60,?,5,White,Male,40
Low,23,Private,10,White,Male,40
Low,52,Private,9,White,Male,40
High,49,Private,9,White,Male,40
Low,20,Private,10,White,Male,40
Low,NA,Private,9,White,NA,20
Low,23,Local-gov,9,White,Female,45
Low,30,Private,NA,White,NA,65
High,45,Private,9,White,Male,48
Low,30,Private,15,NA,Male,35
Low,17,Private,5,White,Female,20
Low,22,NA,9,White,Male,40
Low,25,Private,13,White,NA,40
High,NA,Private,10,White,Male,55
High,40,Private,10,White,NA,40
Low,18,NA,6,Black,Male,30
Low,58,Private,9,NA,Male,45
Low,30,Private,9,White,Male,50
Low,59,Private,6,White,Male,40
Low,29,Private,10,Black,Female,30
Low,26,Private,11,White,Female,40
Low,39,Local-gov,13,Asian-Pac-Islander,Female,10
High,33,Private,13,White,Male,50
Low,21,?,10,White,Female,40
Low,22,Private,10,NA,Male,24
Low,25,Private,10,White,Male,40
Low,NA,?,10,White,Female,20
Low,44,Private,10,Black,Female,40
Low,35,Private,9,White,Female,40
Low,40,Private,9,White,Male,40
Low,NA,NA,7,White,Female,20
High,37,Private,9,White,Male,35
Low,32,Private,NA,White,Male,40
Low,52,Self-emp-not-inc,9,White,Male,65
Low,36,NA,9,White,Male,41
Low,38,Private,10,White,Female,40
Low,57,State-gov,13,Black,Male,39
Low,22,State-gov,10,White,Female,15
Low,80,?,9,White,Male,8
Low,20,Private,10,White,Female,35
Low,40,Private,7,Black,Male,36
Low,36,Self-emp-not-inc,13,White,Male,50
Low,27,Private,9,White,Female,40
Low,52,Private,9,White,Female,50
Low,43,Private,9,White,Female,44
Low,35,Private,9,White,Male,40
Low,29,Private,9,Black,Male,40
Low,27,Private,10,White,Male,40
Low,24,NA,9,White,Female,NA
High,49,Local-gov,14,White,Male,40
Low,26,NA,10,White,Male,30
Low,47,Private,9,White,Male,32
Low,20,Private,10,White,Female,40
Low,19,Private,9,White,Male,40
Low,34,Private,NA,White,Male,50
Low,20,Private,9,White,Female,40
Low,23,Private,7,White,Male,NA
Low,25,Private,13,White,Male,40
Low,21,Private,9,White,Male,36
Low,25,Private,9,White,Male,40
Low,63,State-gov,10,White,Male,32
Low,25,Private,13,White,Female,50
Low,28,Private,9,White,Female,40
High,39,Private,14,White,Male,60
Low,28,Private,10,White,Female,40
High,30,Private,13,White,Male,45
Low,41,Local-gov,11,White,Female,40
Low,52,NA,12,White,Female,30
Low,36,Private,9,White,Male,NA
High,47,Private,13,White,Male,40
Low,27,Private,5,White,Male,50
Low,32,Federal-gov,10,White,Female,40
High,52,Private,9,White,Male,45
Low,50,Private,9,White,Male,70
Low,21,Private,10,White,Male,30
Low,60,Private,9,White,Female,37
Low,47,Private,7,Amer-Indian-Eskimo,Male,36
High,54,Self-emp-not-inc,9,White,Male,60
Low,32,Local-gov,14,White,Male,50
Low,61,Private,10,NA,Male,40
Low,21,Private,9,White,Male,40
High,29,Self-emp-not-inc,10,White,Male,45
Low,36,NA,9,Black,Female,70
Low,38,Local-gov,9,White,Male,20
Low,59,NA,6,White,Male,52
Low,43,Private,10,White,Male,40
Low,19,Private,7,White,NA,10
Low,42,Private,13,White,Male,40
Low,33,Private,10,White,Male,45
Low,47,Private,9,Black,Female,40
High,51,Private,9,White,Male,40
Low,28,Private,10,White,Male,40
Low,61,Private,10,White,Female,43
Low,23,Private,13,White,NA,60
Low,31,Private,5,White,Male,NA
Low,38,Self-emp-not-inc,7,White,Male,55
Low,21,Private,5,White,Male,40
Low,22,Private,9,White,Male,50
High,35,Private,14,White,Male,40
High,53,Federal-gov,13,White,Male,48
High,40,Private,9,White,Female,24
High,36,Private,9,White,Male,50
Low,NA,Self-emp-not-inc,9,White,Male,65
Low,23,Private,9,White,Female,50
High,51,Local-gov,9,White,Male,40
Low,31,Private,9,White,Male,48
Low,28,Local-gov,9,White,Female,40
Low,26,Self-emp-not-inc,13,White,Male,40
High,32,Private,13,Black,Male,NA
High,43,Private,13,White,Male,45
Low,19,Private,9,White,Female,50
Low,46,Private,7,Black,Female,40
High,49,Local-gov,16,White,Male,45
Low,31,Private,6,White,Female,40
High,45,Private,13,White,Male,40
Low,41,Private,3,NA,Male,NA
Low,22,Private,10,White,Female,15
Low,25,Private,13,White,Female,40
High,46,Private,15,White,Male,50
Low,44,Self-emp-not-inc,NA,White,Male,40
Low,25,Private,9,White,Male,40
Low,30,Private,13,White,Male,40
High,54,Private,13,White,Male,60
High,34,Private,13,White,Male,45
Low,34,?,9,White,Male,40
High,NA,Private,13,White,Male,55
Low,21,Private,11,White,Female,60
Low,27,Private,13,White,Female,40
Low,29,Private,10,White,Male,40
High,60,Self-emp-inc,10,White,Male,40
Low,36,Self-emp-not-inc,14,White,NA,70
Low,27,Private,14,White,Female,40
Low,57,Self-emp-not-inc,10,White,NA,48
Low,24,Private,2,Asian-Pac-Islander,Female,5
Low,63,Private,10,White,Male,22
High,29,Private,13,White,NA,40
Low,34,Private,13,White,Male,40
Low,27,Private,9,White,Male,40
Low,31,Private,11,White,Female,40
Low,31,Private,13,White,Male,40
Low,55,NA,10,White,Female,20
Low,64,Local-gov,9,White,Male,99
Low,20,Private,9,Black,Female,35
High,44,Self-emp-not-inc,9,White,Male,60
Low,35,Private,7,White,Male,50
Low,41,Local-gov,10,White,Female,40
Low,38,Private,10,Black,Female,40
Low,21,Private,10,White,Male,40
High,64,State-gov,13,White,Male,45
Low,42,Private,4,Black,Male,40
High,31,Private,10,White,Male,50
Low,42,Self-emp-not-inc,12,White,Male,50
High,35,Private,12,White,Female,35
High,36,Federal-gov,10,Black,Female,40
Low,23,Private,8,White,Male,30
Low,20,Private,10,NA,Male,14
Low,26,Local-gov,NA,Black,Female,40
Low,56,Federal-gov,13,Black,Male,65
Low,40,Private,12,White,Female,40
Low,19,Private,7,White,Male,24
Low,33,Private,9,Black,Female,40
Low,45,Federal-gov,12,White,Male,40
High,41,Private,9,White,Male,43
Low,29,Private,9,White,Male,40
High,46,Local-gov,14,White,Female,NA
Low,48,Private,12,White,Male,45
Low,38,Private,9,White,Male,45
Low,29,Private,10,Black,Female,40
Low,35,Private,9,NA,Male,40
Low,59,Local-gov,13,Black,Male,30
Low,27,Private,9,White,Male,40
High,43,Private,10,White,Male,40
Low,70,Private,13,White,Male,20
Low,30,Private,9,White,NA,45
High,24,Private,10,White,Male,40
Low,76,Local-gov,9,White,Male,15
Low,25,Private,9,White,Male,40
Low,39,Private,12,White,Female,56
Low,36,Local-gov,13,Black,Female,40
Low,23,Private,8,White,Female,40
Low,NA,Private,4,White,Female,40
Low,20,NA,10,Black,NA,30
High,54,Private,2,Black,Male,40
Low,20,Private,10,White,Female,40
Low,22,Federal-gov,9,White,Male,40
Low,24,Private,13,White,Female,20
Low,41,Private,9,White,Male,40
Low,35,Private,10,White,Male,40
Low,23,Private,3,White,Male,55
High,54,State-gov,16,White,Male,50
Low,17,Private,7,White,Male,16
Low,43,Private,9,White,Female,40
Low,33,Private,8,White,Male,42
Low,30,Private,15,Asian-Pac-Islander,Female,40
High,38,Federal-gov,10,White,Male,40
Low,54,Self-emp-not-inc,9,Black,Male,45
Low,39,Private,9,Black,Female,52
Low,32,Private,10,Amer-Indian-Eskimo,Male,40
Low,61,Local-gov,4,White,NA,40
Low,24,?,11,Black,Female,35
Low,22,Private,NA,White,Male,40
High,34,Private,9,White,Male,40
Low,18,Private,6,Black,NA,NA
Low,20,Private,9,White,Male,25
Low,53,Federal-gov,9,White,Male,40
Low,32,Private,10,White,Female,40
Low,68,Self-emp-not-inc,10,White,Male,30
Low,28,Private,10,White,Female,15
Low,28,Private,10,White,Male,40
High,54,Private,10,Black,Male,56
Low,21,NA,10,White,Male,48
Low,52,Private,13,White,Female,40
Low,25,Private,10,White,Male,40
High,30,Private,14,Asian-Pac-Islander,Male,50
Low,33,Private,10,White,Male,32
Low,49,Private,13,Asian-Pac-Islander,Female,40
Low,58,Private,4,Other,Female,NA
High,45,Private,11,White,Male,24
Low,67,Private,4,Black,Male,40
Low,42,NA,13,White,Male,50
High,69,NA,9,White,NA,40
Low,61,Private,9,White,Female,40
Low,34,Private,10,White,Male,40
Low,28,NA,10,White,Male,45
Low,19,Private,9,White,Female,34
Low,31,Self-emp-not-inc,10,White,Male,40
Low,32,Federal-gov,10,White,Male,40
Low,76,?,15,White,Male,20
Low,53,Private,12,White,Female,60
Low,46,Private,9,White,Female,37
Low,43,Self-emp-not-inc,4,White,Male,40
High,48,?,9,NA,Male,40
High,39,NA,10,White,NA,99
Low,59,Private,4,White,Male,40
Low,19,Private,10,White,Female,38
High,40,Private,10,White,NA,40
Low,63,Self-emp-inc,6,White,Male,50
Low,NA,?,10,White,Female,10
Low,46,NA,10,White,Female,40
Low,22,Private,6,White,Male,40
Low,36,Private,12,White,Male,45
High,57,Private,10,White,Male,NA
Low,58,Private,9,White,Male,25
Low,25,?,13,Asian-Pac-Islander,Male,NA
High,59,Private,NA,White,Male,35
Low,36,Private,9,NA,Male,45
Low,29,Private,14,White,Male,45
Low,49,Self-emp-inc,13,White,Male,45
High,42,Private,12,White,Male,55
Low,NA,Local-gov,10,White,NA,17
Low,46,Private,9,White,Male,40
Low,43,Local-gov,10,White,Female,12
Low,40,Private,12,White,Female,40
Low,43,Private,8,White,Male,40
Low,48,Private,9,White,Female,32
Low,26,Private,9,Black,Male,28
Low,30,NA,11,White,Female,35
High,58,Private,10,White,Male,40
Low,43,Private,9,Black,Male,40
Low,53,Local-gov,9,NA,Male,40
Low,74,State-gov,10,White,Male,16
Low,64,?,10,White,NA,8
High,45,Private,13,White,Male,40
Low,32,State-gov,3,NA,Female,10
Low,23,?,6,Black,Female,40
High,38,Private,10,White,Female,40
High,42,Self-emp-not-inc,13,White,NA,40
Low,24,Local-gov,10,Other,Male,40
Low,63,Private,9,White,Male,35
Low,25,Local-gov,10,Black,Female,35
Low,37,Private,10,Black,Male,NA
Low,28,Self-emp-not-inc,9,White,NA,40
Low,31,Private,10,White,Male,NA
High,46,Private,15,White,Male,50
High,44,Private,13,White,Male,44
High,42,Local-gov,14,White,Female,40
High,45,Private,16,White,Male,40
Low,52,Private,13,White,Male,60
High,NA,Private,13,White,Male,40
Low,26,Private,9,White,Male,40
Low,55,Private,13,White,Male,40
Low,17,Private,6,White,Female,14
