Company_Number,Company_Creation_Date,total_products,total_transactions,total_revenue,total_usage,total_accounts,churned
413115,28NOV2012:18:15:30,1,34,511.47,11949,1,0
413119,29NOV2012:01:33:35,2,294,877748.42,11051162,1,0
413120,29NOV2012:03:53:09,1,1,0.18,2,1,0
413142,29NOV2012:11:41:44,1,7,141.39,1347,1,0
413162,29NOV2012:13:55:34,1,67,30424.85,393054,1,0
413168,29NOV2012:14:53:28,2,13,77.61,1560,3,0
413169,29NOV2012:15:00:12,1,61,4310.55,30921,1,0
413180,29NOV2012:16:59:40,1,12,364.53,731,1,1
413184,29NOV2012:18:37:39,1,65,4498.32,84681,1,1
413193,30NOV2012:04:08:47,1,3,93.46,143,1,0
413206,30NOV2012:07:07:37,2,16,153.01,3762,1,1
413215,30NOV2012:10:12:01,1,63,78722.44,12239,1,0
413260,03DEC2012:00:45:55,1,17,652.67,0,1,0
413283,03DEC2012:09:47:18,2,27,85.42,2410,1,0
413293,03DEC2012:10:22:51,1,41,2210.78,97150,1,0
413295,03DEC2012:10:28:41,2,69,18236.43,397377,1,0
413312,03DEC2012:12:58:46,1,79,3661.65,29325,1,0
413357,04DEC2012:04:06:39,2,35,1472.87,67418,1,0
413365,04DEC2012:05:51:43,2,107,9472.88,34476,NA,0
413371,04DEC2012:07:54:40,1,1,0.09,2,1,0
413436,04DEC2012:18:44:22,1,15,118.6,2340,1,0
413437,04DEC2012:20:21:09,1,1,3.02,405,1,0
413455,05DEC2012:08:50:29,1,13,121.64,2019,1,0
413457,05DEC2012:08:56:38,3,75,15827.18,153684,1,0
413463,05DEC2012:09:42:58,2,55,7445.31,123582,1,0
413470,05DEC2012:09:49:53,2,48,3819.06,70621,1,0
413480,05DEC2012:11:00:08,2,7,24.74,266,1,0
413486,05DEC2012:11:48:47,3,120,40468.24,734418,2,0
413502,05DEC2012:13:28:30,1,1,1.02,135,1,0
413514,05DEC2012:14:18:16,1,5,20.93,3070,1,0
413532,05DEC2012:18:02:48,2,46,49166.79,1880179,1,0
413546,06DEC2012:02:06:49,1,5,16,144,1,0
413557,06DEC2012:06:03:01,2,118,18124.83,480171,1,0
413585,06DEC2012:12:31:45,1,17,995.13,25393,1,0
413592,06DEC2012:13:18:56,1,20,122.25,2721,1,0
413596,06DEC2012:13:57:07,1,27,579.75,13501,1,0
413634,07DEC2012:02:13:49,3,38,956.53,50385,1,0
413640,07DEC2012:06:39:11,4,216,270314.98,7802738,4,0
413642,07DEC2012:08:00:59,4,361,371334.92,427547,1,0
413646,07DEC2012:10:04:52,1,22,217.26,3398,1,0
413690,07DEC2012:14:45:17,1,43,1920.92,63921,1,0
413733,07DEC2012:17:26:46,2,113,5524.33,128682,1,0
413757,09DEC2012:22:30:02,1,25,2788.13,127660,1,0
413769,10DEC2012:04:34:15,1,36,1236.35,9676,1,0
413821,10DEC2012:14:57:39,1,17,64368.8,0,1,0
413868,11DEC2012:06:05:31,2,71,4641.7,59629,1,0
413876,11DEC2012:09:11:08,1,32,556.75,18940,1,0
413921,11DEC2012:15:23:57,1,9,48.6,1134,1,0
413938,11DEC2012:23:22:34,1,1,485,0,1,0
413942,12DEC2012:04:49:30,2,101,48690.34,1669936,1,0
413973,12DEC2012:10:17:14,1,1,1.16,14,1,0
413983,12DEC2012:12:18:02,3,75,37074.09,379195,1,0
413997,13DEC2012:01:22:03,2,26,1548.54,11501,1,0
414008,13DEC2012:05:09:03,1,59,2061.23,5470,1,0
414016,13DEC2012:08:58:28,2,48,2057.31,5254,1,0
414050,13DEC2012:14:40:56,2,21,664.92,10583,1,0
414055,13DEC2012:15:16:46,1,47,673.07,46218,1,1
414080,14DEC2012:01:23:30,1,72,30361.96,132205,1,0
414095,14DEC2012:09:50:37,1,68,3293.28,33989,1,0
414102,14DEC2012:10:19:45,3,57,71203.53,31025,2,1
414103,14DEC2012:10:21:10,5,244,321609.72,10275686,1,0
414128,14DEC2012:20:45:18,1,34,357.3,50690,1,0
414149,17DEC2012:00:39:23,1,34,1500.14,68674,2,0
414163,17DEC2012:06:58:58,2,33,3905.12,1893,2,0
414167,17DEC2012:07:23:34,2,2,1321.84,103,1,0
414186,17DEC2012:11:47:05,1,12,1097.79,9896,1,0
414187,17DEC2012:11:52:24,2,110,9679.95,91811,1,0
414244,17DEC2012:18:55:28,1,17,3942.79,77741,1,0
414248,18DEC2012:01:15:09,1,59,1252.46,8891,1,0
414264,18DEC2012:06:30:13,1,2,1698.27,0,1,0
414300,18DEC2012:15:06:14,2,87,17857.89,639788,1,0
414302,18DEC2012:15:22:19,1,110,37751.52,1352201,1,0
414321,18DEC2012:22:50:22,1,1,0,0,1,0
414334,19DEC2012:05:35:16,1,6,21.46,86,1,0
414335,19DEC2012:05:43:34,1,2,3.54,3,1,0
414340,19DEC2012:06:17:42,3,41,19651.28,17161,90,0
414382,19DEC2012:12:48:17,1,13,518.34,17516,1,0
414401,19DEC2012:16:22:54,1,39,1067,2257,1,0
414408,19DEC2012:18:45:09,1,20,283.13,18832,1,0
414412,19DEC2012:20:31:36,1,6,71.29,9480,1,0
414418,20DEC2012:02:08:24,1,1,3.35,171,1,0
414422,20DEC2012:03:54:55,1,11,329.95,0,1,0
414428,20DEC2012:06:44:46,6,379,312477.29,705736,1,0
414429,20DEC2012:06:52:04,1,20,59690.39,0,1,0
414446,20DEC2012:11:03:22,1,1,0.21,13,1,0
414453,20DEC2012:11:23:22,2,75,5767.94,49713,1,0
414459,20DEC2012:11:42:30,1,56,732.86,16211,1,0
414479,20DEC2012:14:01:56,3,97,38577.42,283779,1,0
414496,20DEC2012:15:22:58,1,11,107.5,3220,1,0
414579,21DEC2012:19:20:11,1,13,94.52,3441,1,0
414583,22DEC2012:13:36:39,1,15,219.13,30299,1,0
414698,27DEC2012:16:49:57,1,23,506.4,11672,1,1
414829,01JAN2013:18:16:16,1,17,12.68,1758,1,0
414835,02JAN2013:05:50:32,1,10,410.61,7570,1,0
414908,03JAN2013:11:52:47,4,158,30580.25,2343821,1,0
414959,04JAN2013:03:42:03,6,272,263733.99,4900647,1,0
415010,04JAN2013:15:11:34,4,207,28955.23,588939,2,0
415020,04JAN2013:16:17:58,1,5,3.69,498,1,0
415021,04JAN2013:16:16:53,1,97,24271.99,62060,1,0
415043,07JAN2013:01:53:19,3,62,5102.26,30318,1,0
415051,07JAN2013:04:35:38,2,25,3568.81,80566,1,0
415067,07JAN2013:11:37:53,1,2,6.21,214,1,0
415112,07JAN2013:16:13:28,1,1,2.73,362,1,0
415123,08JAN2013:01:02:04,1,185,14145,490064,1,0
415138,08JAN2013:10:11:20,6,201,29895.65,620320,1,0
415145,08JAN2013:10:58:47,1,4,9239.84,0,1,0
415177,08JAN2013:16:37:02,1,6,8.22,1136,1,0
415188,09JAN2013:01:40:15,1,46,666.67,4577,1,0
415197,09JAN2013:06:04:54,2,91,6920.31,27836,1,0
415207,09JAN2013:07:43:55,1,18,1532.17,10106,1,0
415286,09JAN2013:17:30:32,1,47,2314.65,32592,1,0
415308,10JAN2013:01:15:42,1,59,2198,22017,2,0
415315,10JAN2013:05:39:29,3,125,4386.13,76623,1,0
415316,10JAN2013:06:05:09,2,58,3726.7,5761,2,0
415349,10JAN2013:10:10:06,2,54,303.42,10320,1,0
415359,10JAN2013:10:44:58,3,125,17142.44,660899,1,0
415361,10JAN2013:11:11:05,4,160,44083.45,1155822,4,0
415362,10JAN2013:11:22:13,1,5,142,0,1,0
415363,10JAN2013:11:37:22,3,127,41781.2,792877,3,0
415388,10JAN2013:13:12:08,2,74,3455.01,48039,1,0
415391,10JAN2013:13:39:16,3,77,99847.04,3029003,8,1
415392,10JAN2013:13:51:14,1,43,472.35,7361,1,0
415416,11JAN2013:03:34:20,4,190,78128.03,1190975,1,0
415417,11JAN2013:03:41:19,2,33,4092.63,187369,5,0
415419,11JAN2013:04:02:17,2,54,7283.81,81498,1,0
415420,11JAN2013:04:09:18,2,68,2972.09,99016,1,0
415423,11JAN2013:04:46:29,4,117,13711.38,532057,85,0
415424,11JAN2013:04:52:29,1,31,11821.2,154704,3,0
415428,11JAN2013:05:43:40,3,92,9529.81,272041,1,0
415429,11JAN2013:05:49:15,3,98,14399.55,313280,3,0
415432,11JAN2013:06:20:06,2,76,4942.04,44466,1,0
415435,11JAN2013:06:43:02,3,124,14838.63,288053,1,0
415442,11JAN2013:08:21:27,2,63,1723.02,15109,2,0
415452,11JAN2013:09:43:07,2,89,2681.7,89106,1,0
415453,11JAN2013:09:49:23,3,116,14260.85,440213,2,0
415456,11JAN2013:10:15:21,5,191,67375.22,4195173,1,0
415457,11JAN2013:10:25:26,1,12,127.03,12723,1,0
415463,11JAN2013:10:56:23,1,12,82.34,8860,1,0
415465,11JAN2013:11:15:10,1,18,2229.16,242140,1,0
415468,11JAN2013:11:28:57,2,36,3193.1,270350,1,0
415469,11JAN2013:11:32:45,2,36,1713.03,177237,1,0
415472,11JAN2013:11:48:53,1,35,925.75,81661,1,0
415473,11JAN2013:11:52:19,2,24,448.81,44946,1,0
415475,11JAN2013:11:56:49,2,120,35077.93,2629457,1,0
415476,11JAN2013:11:59:44,1,1,0.95,95,1,0
415528,11JAN2013:17:17:26,2,92,10089.64,185885,15,0
415553,14JAN2013:06:45:12,2,98,2507.84,132259,2,0
415555,14JAN2013:06:54:41,2,57,2023.78,16769,1,0
415574,14JAN2013:08:44:43,2,94,5988.11,167726,1,0
415578,14JAN2013:08:56:46,3,153,55124.96,1690342,7,0
415585,14JAN2013:09:16:41,2,14,135.07,5029,1,0
415587,14JAN2013:09:22:31,2,6,214.75,23,1,0
415590,14JAN2013:09:28:22,3,76,5889.69,171977,1,0
415592,14JAN2013:09:32:53,2,66,2514.35,29208,1,0
415605,14JAN2013:10:13:06,2,34,1646.76,53240,1,1
415615,14JAN2013:10:49:21,2,33,413.37,2443,1,0
415618,14JAN2013:11:06:12,2,69,2998.71,46553,1,0
415626,14JAN2013:11:31:07,2,10,208.09,2752,1,1
415646,14JAN2013:12:33:44,3,151,21488.34,556352,1,0
415652,14JAN2013:13:09:24,3,184,40989.51,974678,8,0
415665,14JAN2013:15:03:08,3,94,61296.98,473046,1,0
415672,14JAN2013:16:13:11,1,38,2399.43,4688,1,0
415684,14JAN2013:23:03:35,2,63,5691.11,36671,1,0
415691,15JAN2013:01:51:03,2,9,488.55,22366,1,1
415692,15JAN2013:02:29:57,2,5,686.74,31443,3,1
415693,15JAN2013:02:38:39,2,4,22.11,1014,1,1
415706,15JAN2013:03:52:47,2,9,403.29,18462,1,1
415707,15JAN2013:03:54:47,1,16,1134.68,14724,9,0
415710,15JAN2013:04:09:38,2,15,204.28,9356,1,1
415711,15JAN2013:04:14:42,2,5,318.31,14571,1,1
415713,15JAN2013:04:19:45,2,14,2777.51,127158,2,1
415714,15JAN2013:04:23:47,2,19,3099.78,141919,1,1
415716,15JAN2013:04:27:38,2,5,386.8,17711,1,1
415718,15JAN2013:04:38:01,2,31,8586.55,393166,7,1
415722,15JAN2013:04:59:11,2,11,1430.7,65508,1,1
415731,15JAN2013:05:23:51,1,32,524.42,27345,1,0
415739,15JAN2013:06:04:48,4,54,21721.15,629205,1,1
415766,15JAN2013:09:16:02,1,85,3729.74,82038,2,0
415775,15JAN2013:09:46:07,2,104,7257.38,247585,1,0
415777,15JAN2013:09:47:38,3,137,43455.36,179724,1,0
415792,15JAN2013:11:10:39,2,93,2902.54,35455,2,0
415821,15JAN2013:15:55:59,1,37,1842.45,37715,1,0
415831,15JAN2013:19:21:39,1,3,40.61,1398,1,0
415836,15JAN2013:23:42:58,2,91,16620.4,251861,32,0
415838,16JAN2013:00:49:31,3,79,6305.62,114805,1,0
415840,16JAN2013:01:59:59,3,64,1841.76,14669,1,0
415843,16JAN2013:03:21:29,3,52,1152.88,4090,2,0
415844,16JAN2013:03:25:48,3,7,500.67,8235,1,0
415847,16JAN2013:03:38:47,4,78,2329.69,8937,1,0
415851,16JAN2013:04:04:18,2,4,489.47,2702,1,1
415852,16JAN2013:04:15:39,3,63,1019.84,14733,2,0
415854,16JAN2013:04:20:17,3,69,7064,106381,1,0
415855,16JAN2013:04:24:53,2,29,1075.63,19709,2,0
415859,16JAN2013:04:33:27,3,85,3011.28,79992,2,0
415865,16JAN2013:04:57:29,4,93,4745.04,90647,1,0
415866,16JAN2013:04:57:35,3,22,111.58,362,1,0
415872,16JAN2013:05:23:21,2,13,84.21,1741,2,1
415877,16JAN2013:05:52:14,2,2,81.29,132,1,0
415878,16JAN2013:06:01:15,2,54,2490.91,17917,1,0
415883,16JAN2013:06:38:15,2,73,2646.67,60573,1,0
415886,16JAN2013:06:52:11,2,56,1458.29,40939,2,0
415888,16JAN2013:07:05:28,4,55,898.71,41415,3,0
415908,16JAN2013:09:13:43,2,86,1577.14,83718,1,0
415912,16JAN2013:09:25:15,3,65,2230.35,64902,1,0
415913,16JAN2013:09:33:07,2,80,2723.51,87559,3,0
415943,16JAN2013:19:32:07,2,61,2969.3,151773,2,0
415951,17JAN2013:03:59:14,1,21,770.52,6418,1,0
415954,17JAN2013:04:58:56,3,119,31089.85,492318,1,0
415959,17JAN2013:05:39:54,3,67,3109.18,65289,2,0
415961,17JAN2013:06:23:31,1,46,4288.69,43201,1,0
415969,17JAN2013:07:32:27,4,90,5554.81,50969,1,0
415970,17JAN2013:07:40:49,1,33,2109.29,3816,1,0
415976,17JAN2013:08:57:22,3,75,1643.38,35947,1,0
415977,17JAN2013:09:03:15,3,12,165.6,256,1,0
415979,17JAN2013:09:17:58,2,37,254.89,14134,1,0
415980,17JAN2013:10:02:33,4,95,9119.86,149967,2,0
415984,17JAN2013:10:17:29,1,1,6.18,0,1,0
415990,17JAN2013:10:43:37,2,37,600.05,5988,1,0
416007,17JAN2013:11:49:33,1,1,20.84,0,1,0
416008,17JAN2013:11:54:18,2,73,2124.69,50114,1,0
416029,17JAN2013:14:58:30,2,87,10045.95,158705,1,0
416042,17JAN2013:15:50:10,3,169,11911.41,209816,2,0
416044,17JAN2013:15:52:10,2,9,199.85,1277,1,1
416045,17JAN2013:15:53:38,3,164,34861.85,734458,1,0
416058,17JAN2013:16:56:51,2,90,2750.1,49555,1,0
416120,18JAN2013:06:23:00,3,9,54.98,756,1,0
416124,18JAN2013:06:33:56,1,13,84.6,2930,1,0
416134,18JAN2013:07:28:28,4,193,142255.11,4097905,1,0
416143,18JAN2013:07:43:37,5,175,74035.7,3153877,1,0
416145,18JAN2013:08:01:54,2,108,90239.16,3397866,1,0
416155,18JAN2013:08:44:57,2,22,1020.79,19338,1,1
416162,18JAN2013:09:14:41,6,397,256362.97,2444633,4,0
416167,18JAN2013:09:36:34,1,2,26124.12,0,1,0
416170,18JAN2013:09:46:20,3,13,459.31,9038,2,0
416172,18JAN2013:09:57:27,2,9,285.84,251,1,1
416189,18JAN2013:13:38:36,2,85,21201.03,761102,6,0
416193,18JAN2013:14:20:27,1,17,617.08,89829,1,0
416218,18JAN2013:16:10:56,1,64,539.19,8638,1,0
416219,18JAN2013:16:23:09,2,51,2481.09,88534,1,0
416221,18JAN2013:16:52:09,4,381,498748.58,10062259,2,0
416233,21JAN2013:03:54:57,1,60,1835.46,6970,1,0
416236,21JAN2013:05:20:55,1,6,1001.92,6768,1,0
416237,21JAN2013:05:37:14,2,3,118.81,1032,1,0
416249,21JAN2013:07:57:06,2,131,86098.98,1166461,2,0
416252,21JAN2013:08:06:04,2,26,565.16,5116,1,0
416284,21JAN2013:09:56:05,2,35,324.78,2387,1,0
416286,21JAN2013:10:03:07,3,67,917.74,2546,1,0
416297,21JAN2013:10:43:00,2,101,24609.3,1052247,1,0
416299,21JAN2013:10:51:43,1,3,-76.65,0,1,0
416301,21JAN2013:10:53:40,3,57,1151.92,25702,1,0
416302,21JAN2013:11:02:38,3,86,3591,27682,1,0
416306,21JAN2013:11:15:10,3,71,3583.33,69443,1,0
416313,21JAN2013:11:35:07,2,68,904.51,17994,1,0
416315,21JAN2013:11:40:33,1,6,12.3,0,1,0
416319,21JAN2013:11:55:34,3,85,7627.87,277444,1,0
416333,21JAN2013:13:16:10,1,15,801.41,27462,1,0
416370,22JAN2013:03:44:13,2,4,3.64,15,1,0
416371,22JAN2013:03:53:26,2,6,10.12,324,1,0
416372,22JAN2013:03:59:19,2,18,159.47,4401,1,0
416381,22JAN2013:05:08:14,1,2,1076.06,0,1,0
416394,22JAN2013:07:16:09,3,46,2962.33,4234,1,0
416396,22JAN2013:07:25:14,2,2,57.48,255,1,0
416398,22JAN2013:07:33:36,3,93,2746.57,94348,1,0
416401,22JAN2013:08:37:20,3,111,22529.62,956837,1,0
416410,22JAN2013:09:55:17,3,58,1442.21,9900,1,0
416411,22JAN2013:10:06:17,4,119,11916.12,129041,3,0
416412,22JAN2013:10:12:52,2,24,597.37,357,1,0
416423,22JAN2013:11:37:23,2,86,22262.07,227143,29,0
416439,22JAN2013:15:35:31,1,51,770.32,12929,1,0
416443,22JAN2013:17:26:41,2,20,921.69,74051,1,0
416475,23JAN2013:08:11:21,3,11,4309.1,5020,1,0
416488,23JAN2013:09:57:15,3,54,39312.14,999279,1,1
416492,23JAN2013:10:13:15,4,58,21219.43,770805,6,1
416493,23JAN2013:10:14:29,2,36,4684.62,278368,1,1
416495,23JAN2013:10:27:05,2,25,782.55,51218,1,1
416501,23JAN2013:10:32:03,4,90,4141.42,41323,1,0
416508,23JAN2013:10:37:34,1,57,1046.87,52774,1,0
416509,23JAN2013:10:37:19,3,34,7338.96,118571,1,1
416511,23JAN2013:10:39:25,2,32,4431.68,191003,1,1
416517,23JAN2013:10:51:12,4,172,272005.65,17534225,42,0
416520,23JAN2013:10:46:47,2,44,5701.86,210032,1,1
416521,23JAN2013:10:50:14,2,27,1049.43,25651,2,1
416522,23JAN2013:10:53:01,2,100,4184.5,124529,1,0
416524,23JAN2013:10:52:50,3,49,20246.91,390206,2,1
416529,23JAN2013:10:56:50,2,25,2202.46,74111,5,1
416533,23JAN2013:11:01:55,3,48,43633.28,1377707,5,1
416540,23JAN2013:11:07:30,3,76,2368.51,41049,1,0
416542,23JAN2013:11:11:13,2,122,13257.6,496242,1,0
416543,23JAN2013:11:09:07,4,72,66401.61,1934983,2,1
416546,23JAN2013:11:11:49,1,34,6245.16,0,1,0
416547,23JAN2013:11:13:37,2,23,2496.49,65818,1,1
416554,23JAN2013:11:19:22,2,31,7561.47,247510,2,1
416562,23JAN2013:11:27:44,3,15,396.71,17468,1,1
416563,23JAN2013:11:30:22,1,5,33.27,2304,1,0
416564,23JAN2013:11:31:00,2,93,1478.87,64589,1,0
416566,23JAN2013:11:32:09,1,7,320.91,6236,1,1
416568,23JAN2013:11:33:57,1,1,0.17,13,1,1
416569,23JAN2013:11:34:28,2,15,118.68,1281,1,0
416570,23JAN2013:11:36:39,2,77,6435.1,134717,1,0
416572,23JAN2013:11:38:05,2,63,2436.93,35273,1,0
416579,23JAN2013:11:47:49,1,33,1370.26,97076,1,0
416580,23JAN2013:11:49:24,1,55,1130.64,11271,1,0
416582,23JAN2013:11:50:24,2,21,2959.04,136329,1,1
416587,23JAN2013:11:56:34,2,42,5658.17,176192,2,1
416616,23JAN2013:15:14:03,1,20,235.42,7198,1,0
416623,23JAN2013:15:53:17,2,23,258.33,1249,1,0
416624,23JAN2013:15:53:35,2,10,113.96,1091,1,1
416626,23JAN2013:15:57:01,2,60,1343.8,29037,1,0
416627,23JAN2013:15:57:44,1,16,113,0,1,0
416630,23JAN2013:19:30:21,1,76,18446.65,450907,1,0
416637,24JAN2013:04:24:43,2,65,2618.4,80209,1,0
416639,24JAN2013:04:33:06,1,5,22.36,931,1,1
416643,24JAN2013:04:53:42,2,54,4098.39,22989,1,0
416645,24JAN2013:04:57:08,2,17,1559.13,76714,1,1
416648,24JAN2013:05:07:33,2,70,3122.64,99542,1,0
416655,24JAN2013:05:16:57,3,53,30641.3,1031348,1,1
416656,24JAN2013:05:19:19,1,62,5220.21,49096,1,0
416662,24JAN2013:05:31:45,3,20,1027.64,21793,1,1
416663,24JAN2013:05:34:31,3,48,7964.76,249080,2,1
416673,24JAN2013:06:52:07,2,58,6344.05,20202,2,0
416690,24JAN2013:09:00:52,4,125,22855.85,380107,1,0
416703,24JAN2013:11:01:25,2,83,2580.55,58756,1,0
416775,24JAN2013:19:04:12,1,17,48.04,6690,1,0
416799,25JAN2013:08:22:24,1,1,0,5,1,0
416827,25JAN2013:10:15:01,2,8,6.08,52,1,0
416847,25JAN2013:11:58:44,1,45,1978.25,48993,1,0
416881,25JAN2013:16:20:53,2,126,19864.09,74262,1,0
416882,25JAN2013:16:43:46,3,72,9863.53,171172,1,0
416892,28JAN2013:01:37:35,1,19,19329.74,0,1,0
416895,28JAN2013:05:14:20,3,137,75410.52,1531739,1,0
416907,28JAN2013:07:15:40,1,49,4471.41,82483,1,0
416908,28JAN2013:07:19:53,3,55,53249.41,1026703,1,0
416932,28JAN2013:09:53:36,1,14,39.81,2939,1,0
416936,28JAN2013:10:58:08,2,18,79.52,2142,1,0
416943,28JAN2013:11:49:59,2,42,3062.85,22062,88,0
416978,29JAN2013:03:17:52,3,68,223614.39,21122,3,0
416990,29JAN2013:06:05:04,1,6,169.82,233,1,0
416995,29JAN2013:07:23:36,2,83,5080.45,63467,1,0
417001,29JAN2013:08:02:32,2,22,1184.03,23879,1,0
417017,29JAN2013:09:35:58,1,7,15.35,800,1,0
417035,29JAN2013:10:43:25,1,76,7466.87,41814,1,0
417040,29JAN2013:12:02:03,1,18,192.15,3843,1,0
417044,29JAN2013:12:54:06,1,16,597.21,19431,1,0
417056,29JAN2013:14:43:51,1,68,4750.99,182187,1,0
417072,29JAN2013:16:30:49,1,59,5740.9,105005,8,0
417081,29JAN2013:23:00:46,5,173,82123.21,1028483,3,1
417117,30JAN2013:07:51:31,1,43,287.68,11024,1,0
417229,30JAN2013:15:20:51,1,64,2006.06,12059,2,0
417231,30JAN2013:16:16:33,2,78,14203.98,194452,1,0
417232,30JAN2013:16:55:04,4,360,519981.33,9993781,4,0
417371,01FEB2013:09:40:36,1,78,8021.22,79514,1,0
417391,01FEB2013:11:44:06,1,37,187.33,2582,1,0
417445,04FEB2013:03:56:11,5,148,15698.63,32916,1,0
417446,04FEB2013:04:50:45,3,80,5579.69,59130,1,0
417469,04FEB2013:08:59:31,1,44,1184.21,5950,1,0
417484,04FEB2013:11:05:23,2,70,1271.28,61384,1,0
417487,04FEB2013:11:17:15,2,73,1830.76,63841,1,0
417488,04FEB2013:11:29:01,2,16,228.27,1664,1,0
417514,04FEB2013:13:26:27,1,6,506.19,67473,1,0
417546,04FEB2013:18:00:18,1,19,39.3,2088,1,0
417563,05FEB2013:06:09:40,2,145,22211.06,644333,1,0
417564,05FEB2013:06:21:37,2,67,3261.57,128645,1,0
417565,05FEB2013:06:25:55,2,61,5118.2,86556,1,0
417568,05FEB2013:06:47:11,2,79,1246.14,43011,1,0
417637,05FEB2013:12:48:11,1,26,177.85,5008,1,0
417671,06FEB2013:01:42:10,2,73,6388.12,39753,1,0
417681,06FEB2013:04:45:11,1,4,32.53,252,1,0
417688,06FEB2013:06:12:46,1,2,15.17,74,1,0
417692,06FEB2013:07:00:42,2,37,1169.1,9033,1,0
417711,06FEB2013:08:50:58,2,132,29390.33,278905,1,0
417738,06FEB2013:10:53:28,2,11,26828.5097,1,1,1
417785,07FEB2013:09:17:50,1,2,3.54,5,1,0
417789,07FEB2013:10:03:52,2,52,2165.2,22424,1,0
417792,07FEB2013:10:08:33,2,96,11580.53,431740,2,0
417793,07FEB2013:10:17:05,1,27,388.75,1878,1,0
417800,07FEB2013:11:37:42,1,31,1616.62,26965,1,0
417860,08FEB2013:04:02:06,4,98,35228.4,571979,2,0
417867,08FEB2013:05:33:40,1,37,2798.06,53335,1,0
417869,08FEB2013:06:27:34,2,131,33733.11,1927574,1,0
417885,08FEB2013:09:25:32,3,212,194287.63,4667260,1,0
417891,08FEB2013:09:42:13,2,126,34665.49,508092,1,0
417923,08FEB2013:11:59:09,2,72,5641.75,93937,1,0
417938,08FEB2013:14:04:27,1,34,317.53,44953,2,0
417943,08FEB2013:15:17:45,1,2,1.41,194,1,0
417946,08FEB2013:15:41:55,1,25,153.59,22006,1,0
417951,08FEB2013:16:54:58,2,25,700.27,9728,1,0
417955,09FEB2013:18:48:17,1,25,134.32,19079,1,0
417967,11FEB2013:05:31:27,1,26,386.12,9370,1,0
417992,11FEB2013:09:53:51,1,2,21.53,449,1,0
418005,11FEB2013:11:02:28,3,80,7086.84,412185,1,0
418064,12FEB2013:08:13:58,1,1,192.83,0,1,0
418095,12FEB2013:12:57:33,1,72,8580.52,11657,1,1
418112,12FEB2013:17:26:30,1,1,13.52,82,1,0
418123,13FEB2013:04:40:12,2,38,10205.2,47584,1,0
418136,13FEB2013:07:03:03,6,174,52141.88,156234,1,0
418139,13FEB2013:07:18:58,1,2,1076.83,0,1,0
418140,13FEB2013:07:28:40,1,74,4549.13,18148,1,0
418142,13FEB2013:07:36:29,1,63,5571.5,98731,1,0
418161,13FEB2013:09:43:22,2,26,3125.24,83314,1,0
418162,13FEB2013:10:24:43,1,21,1545.5,46073,1,0
418167,13FEB2013:10:35:46,1,26,2795.32,67456,1,0
418176,13FEB2013:11:59:31,1,51,4514.14,83186,1,0
418180,13FEB2013:15:04:02,1,24,69.52,10030,1,0
418190,13FEB2013:20:01:44,1,2,44.77,105,1,0
418226,14FEB2013:07:53:02,1,2,2120,0,1,0
418247,14FEB2013:10:04:51,5,701,8491725.25,220638464,7,0
418249,14FEB2013:10:15:45,1,45,1716.51,3963,1,0
418308,14FEB2013:15:21:07,1,67,14656,27705,1,0
418356,14FEB2013:18:50:48,1,31,37.97,5579,1,0
418357,15FEB2013:01:24:35,1,35,1012.38,0,1,0
418371,15FEB2013:05:53:06,2,60,2465.31,58802,1,0
418374,15FEB2013:06:59:03,1,11,214.79,7087,1,1
418379,15FEB2013:07:28:18,2,25,743.31,20567,1,1
418380,15FEB2013:07:33:30,2,12,448.6,23423,1,1
418381,15FEB2013:07:37:01,2,19,629.55,15303,1,1
418392,15FEB2013:08:48:51,1,58,1926.27,30978,1,0
418411,15FEB2013:10:14:55,2,51,11407.08,57809,1,0
418464,17FEB2013:13:22:12,1,21,72.95,10324,1,0
418467,18FEB2013:00:08:50,3,132,52768.15,190653,1,0
418493,18FEB2013:08:52:28,1,45,1777,11239,2,0
418500,18FEB2013:09:26:11,1,109,18472.54,298727,1,0
418551,18FEB2013:12:33:10,1,27,340.4,1697,2,0
418554,18FEB2013:15:16:58,2,149,240453.79,432648,1,0
418569,19FEB2013:04:22:57,1,45,2008.25,60593,1,0
418599,19FEB2013:10:37:22,2,77,2492.72,96666,1,0
418601,19FEB2013:10:45:04,2,42,431.85,15537,1,0
418625,19FEB2013:18:27:44,1,1,0.09,3,1,1
418657,20FEB2013:06:38:10,2,55,1002.06,20428,1,0
418707,20FEB2013:12:58:49,1,15,82.78,5924,1,0
418724,20FEB2013:19:33:38,1,32,552.25,8156,1,0
418734,21FEB2013:06:05:04,2,11,454.41,20803,1,1
418735,21FEB2013:06:08:36,3,197,337706.26,6724692,2,0
418736,21FEB2013:06:10:22,2,5,25.35,1161,1,1
418740,21FEB2013:06:45:56,2,167,82359.85,974064,2,0
418743,21FEB2013:08:30:56,2,60,4754.19,16938,1,0
418744,21FEB2013:08:45:13,2,42,1444.94,15364,1,0
418749,21FEB2013:09:54:40,1,12,1212.12,21022,1,0
418759,21FEB2013:11:58:43,1,62,5976.48,141408,1,0
418765,21FEB2013:13:42:39,1,89,7354.72,35632,1,0
418766,21FEB2013:13:44:05,2,89,5042.91,52657,1,0
418801,22FEB2013:04:23:24,2,14,78.19,1194,1,0
418807,22FEB2013:05:38:02,3,151,93765.39,2086946,17,0
