Age,MaritalStatus,Occupation,Race,Sex,WeeklyHours,Income
45, Married-civ-spouse, Farming-fishing, White, Male,70, <=50K
43, Married-civ-spouse, Handlers-cleaners, White, Male,40, <=50K
30, Never-married, Handlers-cleaners, Black, Male,40, <=50K
33, Married-spouse-absent, Craft-repair, White, Male,50, <=50K
34, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
21, Never-married, Other-service, White, Male,30, <=50K
31, Married-civ-spouse, Sales, White, Male,45, >50K
48, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
22, Never-married, Adm-clerical, White, Female,20, <=50K
47, Divorced, Sales, White, Female,60, <=50K
27, Never-married, Tech-support, Asian-Pac-Islander, Female,40, <=50K
18, Never-married, Handlers-cleaners, White, Male,25, <=50K
43, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
36, Widowed, Sales, White, Female,20, <=50K
37, Divorced, Craft-repair, White, Male,40, <=50K
24, Never-married, Craft-repair, White, Male,20, <=50K
24, Never-married, Transport-moving, White, Male,40, <=50K
38, Married-civ-spouse, Other-service, White, Male,70, <=50K
48, Married-civ-spouse, Exec-managerial, Black, Male,40, >50K
75, Married-civ-spouse, Other-service, Black, Female,16, <=50K
43, Divorced, Prof-specialty, White, Male,70, >50K
64, Divorced, Exec-managerial, White, Female,50, <=50K
67, Married-civ-spouse, ?, White, Male,5, >50K
36, Divorced, Sales, White, Female,40, <=50K
53, Married-civ-spouse, Tech-support, White, Male,40, <=50K
22, Never-married, Prof-specialty, Black, Male,20, <=50K
73, Never-married, Other-service, White, Female,36, <=50K
46, Divorced, Adm-clerical, White, Female,40, <=50K
45, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
43, Married-civ-spouse, Craft-repair, White, Male,40, >50K
20, Never-married, Adm-clerical, Black, Male,20, <=50K
43, Divorced, Handlers-cleaners, Asian-Pac-Islander, Male,40, <=50K
21, Never-married, Adm-clerical, Black, Male,48, <=50K
40, Separated, Sales, Black, Female,25, <=50K
36, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
64, Divorced, Sales, White, Male,45, <=50K
19, Never-married, ?, White, Female,40, <=50K
46, Married-civ-spouse, Prof-specialty, White, Male,38, >50K
46, Divorced, Exec-managerial, White, Female,65, >50K
41, Never-married, Prof-specialty, White, Female,70, <=50K
29, Divorced, ?, White, Female,8, <=50K
28, Never-married, Adm-clerical, White, Female,40, <=50K
23, Married-civ-spouse, Sales, White, Male,45, <=50K
30, Never-married, Protective-serv, White, Female,60, >50K
44, Married-spouse-absent, Adm-clerical, White, Female,40, <=50K
27, Married-civ-spouse, Transport-moving, White, Male,45, >50K
25, Never-married, Other-service, White, Female,34, <=50K
29, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
54, Married-civ-spouse, Machine-op-inspct, White, Male,40, >50K
27, Never-married, Farming-fishing, White, Male,65, <=50K
34, Married-civ-spouse, Craft-repair, White, Male,35, <=50K
38, Married-civ-spouse, Sales, White, Male,50, <=50K
24, Never-married, ?, Amer-Indian-Eskimo, Female,40, <=50K
56, Married-civ-spouse, Prof-specialty, White, Female,40, >50K
35, Married-civ-spouse, Sales, White, Male,62, <=50K
23, Never-married, ?, Amer-Indian-Eskimo, Female,30, <=50K
23, Never-married, Craft-repair, White, Male,40, <=50K
19, Never-married, Sales, Black, Female,20, <=50K
42, Married-civ-spouse, Prof-specialty, White, Male,35, >50K
46, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
48, Divorced, Sales, Asian-Pac-Islander, Female,84, <=50K
27, Never-married, Sales, White, Male,40, <=50K
22, Never-married, ?, White, Male,15, <=50K
49, Married-civ-spouse, Sales, White, Male,70, >50K
23, Never-married, Other-service, White, Male,20, <=50K
24, Never-married, Other-service, White, Male,40, <=50K
34, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male,40, <=50K
25, Never-married, Transport-moving, White, Male,40, <=50K
33, Married-civ-spouse, Craft-repair, White, Male,50, <=50K
22, Never-married, Adm-clerical, White, Female,27, <=50K
54, Never-married, Adm-clerical, White, Female,30, <=50K
39, Never-married, Prof-specialty, White, Female,40, <=50K
25, Never-married, Prof-specialty, White, Female,40, <=50K
75, Married-civ-spouse, Adm-clerical, White, Male,26, <=50K
28, Never-married, Machine-op-inspct, Black, Male,30, <=50K
50, Divorced, Sales, White, Female,50, <=50K
62, Married-civ-spouse, Craft-repair, White, Male,55, >50K
40, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
58, Never-married, Prof-specialty, White, Female,37, <=50K
24, Married-civ-spouse, Exec-managerial, White, Female,40, <=50K
21, Never-married, Other-service, White, Female,30, <=50K
40, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
45, Married-civ-spouse, Prof-specialty, White, Male,42, >50K
48, Married-civ-spouse, Exec-managerial, White, Male,60, <=50K
34, Never-married, Transport-moving, White, Male,70, <=50K
23, Never-married, Priv-house-serv, Other, Female,40, <=50K
43, Never-married, Exec-managerial, White, Female,50, >50K
42, Never-married, Craft-repair, White, Male,40, <=50K
39, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
52, Married-civ-spouse, Farming-fishing, White, Male,60, <=50K
21, Never-married, ?, White, Female,35, <=50K
56, Never-married, Exec-managerial, White, Female,60, <=50K
48, Married-civ-spouse, Adm-clerical, White, Female,40, >50K
37, Divorced, Exec-managerial, Asian-Pac-Islander, Female,70, >50K
25, Married-civ-spouse, Craft-repair, White, Male,35, <=50K
40, Married-civ-spouse, Handlers-cleaners, White, Male,40, >50K
34, Never-married, Machine-op-inspct, Black, Male,45, <=50K
52, Divorced, Other-service, White, Male,40, <=50K
41, Married-civ-spouse, Tech-support, White, Male,42, >50K
36, Never-married, Other-service, White, Male,40, <=50K
21, Never-married, Craft-repair, White, Male,40, <=50K
28, Never-married, Prof-specialty, White, Female,40, <=50K
31, Married-civ-spouse, Exec-managerial, White, Male,60, >50K
20, Never-married, Adm-clerical, White, Male,9, <=50K
68, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
35, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
32, Never-married, Machine-op-inspct, Black, Male,40, <=50K
64, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
17, Never-married, Handlers-cleaners, White, Female,23, <=50K
25, Never-married, Prof-specialty, White, Male,20, <=50K
74, Widowed, ?, White, Female,25, <=50K
31, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
51, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
67, Married-civ-spouse, Sales, White, Male,10, <=50K
42, Never-married, Craft-repair, White, Male,40, <=50K
29, Never-married, Other-service, White, Male,40, <=50K
31, Married-civ-spouse, Machine-op-inspct, Black, Male,40, <=50K
21, Married-civ-spouse, Craft-repair, White, Male,37, <=50K
67, Married-civ-spouse, Transport-moving, White, Male,16, <=50K
41, Divorced, Protective-serv, White, Male,40, >50K
27, Never-married, Tech-support, White, Female,36, <=50K
51, Divorced, Transport-moving, White, Male,50, <=50K
21, Married-civ-spouse, ?, White, Female,40, <=50K
28, Married-civ-spouse, Craft-repair, White, Male,46, <=50K
21, Never-married, Craft-repair, White, Male,40, <=50K
28, Married-civ-spouse, Machine-op-inspct, White, Male,40, >50K
29, Married-civ-spouse, Other-service, White, Male,35, <=50K
39, Married-civ-spouse, Exec-managerial, White, Male,70, <=50K
21, Never-married, Adm-clerical, White, Male,40, <=50K
43, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
44, Never-married, Craft-repair, White, Male,40, >50K
28, Married-civ-spouse, Transport-moving, White, Male,50, <=50K
31, Never-married, Sales, White, Male,43, >50K
18, Never-married, ?, White, Male,30, <=50K
27, Married-civ-spouse, Adm-clerical, Amer-Indian-Eskimo, Female,45, <=50K
34, Married-civ-spouse, Protective-serv, White, Male,40, <=50K
25, Never-married, Tech-support, White, Male,40, <=50K
34, Married-civ-spouse, Tech-support, White, Male,40, <=50K
43, Married-civ-spouse, Craft-repair, White, Male,40, >50K
40, Married-civ-spouse, Craft-repair, White, Male,50, <=50K
21, Never-married, Other-service, Black, Female,35, <=50K
25, Divorced, Exec-managerial, White, Female,25, <=50K
21, Never-married, Adm-clerical, White, Female,40, <=50K
19, Never-married, Transport-moving, White, Male,30, <=50K
49, Married-civ-spouse, Craft-repair, White, Male,40, >50K
20, Never-married, Other-service, White, Male,20, <=50K
36, Married-civ-spouse, Transport-moving, White, Male,47, <=50K
32, Separated, Exec-managerial, Black, Female,40, <=50K
23, Never-married, Adm-clerical, White, Male,32, <=50K
21, Never-married, Sales, White, Male,10, <=50K
25, Never-married, Exec-managerial, White, Male,40, <=50K
26, Never-married, Transport-moving, White, Male,40, <=50K
24, Never-married, Sales, White, Female,40, <=50K
22, Never-married, Prof-specialty, White, Female,20, <=50K
26, Married-civ-spouse, Other-service, White, Female,40, <=50K
22, Never-married, Machine-op-inspct, White, Male,40, <=50K
41, Married-civ-spouse, Protective-serv, White, Male,40, >50K
18, Married-civ-spouse, Adm-clerical, White, Female,40, <=50K
24, Never-married, Sales, White, Male,40, <=50K
38, Married-civ-spouse, Craft-repair, White, Male,48, <=50K
36, Never-married, Adm-clerical, White, Female,17, <=50K
45, Divorced, Prof-specialty, White, Female,55, <=50K
38, Married-civ-spouse, Tech-support, White, Male,40, >50K
38, Married-civ-spouse, Craft-repair, White, Male,50, >50K
34, Never-married, Farming-fishing, White, Male,40, <=50K
53, Never-married, Adm-clerical, Black, Male,40, <=50K
32, Married-civ-spouse, Prof-specialty, White, Female,40, >50K
17, Never-married, Sales, Black, Female,30, <=50K
45, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
31, Married-civ-spouse, Protective-serv, White, Male,48, <=50K
47, Married-civ-spouse, Prof-specialty, White, Male,45, <=50K
27, Never-married, Sales, White, Male,50, <=50K
61, Married-civ-spouse, Adm-clerical, White, Female,30, <=50K
33, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
67, Separated, Machine-op-inspct, White, Female,40, <=50K
38, Separated, Craft-repair, White, Male,40, <=50K
25, Divorced, Sales, White, Female,40, <=50K
33, Never-married, Other-service, Other, Female,40, <=50K
27, Married-civ-spouse, Adm-clerical, White, Female,40, <=50K
45, Married-civ-spouse, Craft-repair, White, Male,60, >50K
24, Never-married, Adm-clerical, Asian-Pac-Islander, Female,40, <=50K
23, Never-married, Tech-support, White, Male,40, <=50K
48, Divorced, Adm-clerical, White, Female,40, <=50K
61, Married-civ-spouse, Adm-clerical, White, Male,40, >50K
22, Never-married, Prof-specialty, White, Female,20, <=50K
34, Divorced, Tech-support, White, Female,40, <=50K
32, Married-civ-spouse, Machine-op-inspct, White, Male,40, >50K
35, Divorced, Adm-clerical, White, Female,50, <=50K
36, Never-married, Craft-repair, White, Male,40, <=50K
24, Never-married, Exec-managerial, White, Male,40, <=50K
60, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
28, Never-married, ?, White, Female,43, <=50K
64, Divorced, Craft-repair, White, Male,20, <=50K
22, Never-married, Sales, White, Female,35, <=50K
27, Never-married, Priv-house-serv, White, Female,65, <=50K
36, Divorced, Transport-moving, White, Male,60, <=50K
27, Never-married, Sales, Black, Female,30, <=50K
52, Widowed, Sales, White, Female,40, <=50K
57, Married-civ-spouse, Farming-fishing, White, Male,45, <=50K
23, Never-married, Adm-clerical, Asian-Pac-Islander, Male,24, <=50K
29, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
34, Never-married, Transport-moving, Black, Male,80, <=50K
38, Never-married, Other-service, Black, Female,30, <=50K
50, Married-civ-spouse, Farming-fishing, White, Male,84, >50K
50, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
51, Married-civ-spouse, Exec-managerial, White, Female,40, >50K
17, Never-married, Craft-repair, White, Male,40, <=50K
25, Married-spouse-absent, Handlers-cleaners, White, Female,40, <=50K
19, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
43, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
59, Separated, Sales, White, Male,60, >50K
39, Never-married, Prof-specialty, White, Male,40, <=50K
18, Never-married, Machine-op-inspct, White, Male,40, <=50K
27, Never-married, Exec-managerial, White, Female,40, <=50K
39, Never-married, Farming-fishing, White, Male,60, <=50K
44, Married-civ-spouse, Sales, White, Male,40, >50K
19, Never-married, Adm-clerical, White, Female,35, <=50K
32, Never-married, Other-service, White, Male,40, <=50K
48, Married-civ-spouse, Craft-repair, White, Male,40, >50K
46, Married-civ-spouse, Sales, White, Male,50, <=50K
65, Widowed, Sales, White, Female,20, <=50K
57, Married-civ-spouse, Prof-specialty, White, Male,45, >50K
48, Never-married, Other-service, Black, Female,32, <=50K
46, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,40, <=50K
27, Married-civ-spouse, Handlers-cleaners, White, Male,40, <=50K
29, Married-civ-spouse, Protective-serv, White, Male,40, >50K
21, Never-married, ?, Black, Female,25, <=50K
20, Never-married, ?, White, Female,12, <=50K
51, Married-civ-spouse, ?, White, Male,40, <=50K
35, Married-civ-spouse, Sales, White, Male,40, <=50K
29, Married-civ-spouse, Farming-fishing, White, Male,70, <=50K
30, Married-civ-spouse, Protective-serv, White, Male,40, >50K
65, Widowed, Other-service, White, Female,15, <=50K
20, Married-spouse-absent, ?, White, Female,35, <=50K
47, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
41, Divorced, Craft-repair, White, Male,40, <=50K
17, Never-married, Craft-repair, White, Female,16, <=50K
38, Married-civ-spouse, Handlers-cleaners, White, Male,40, <=50K
38, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
39, Never-married, Sales, White, Female,4, <=50K
24, Separated, ?, White, Female,38, <=50K
52, Married-civ-spouse, Machine-op-inspct, White, Male,41, <=50K
46, Married-civ-spouse, Exec-managerial, White, Male,58, >50K
22, Never-married, Exec-managerial, White, Female,30, <=50K
56, Never-married, Sales, White, Male,50, <=50K
37, Divorced, Prof-specialty, Black, Female,30, <=50K
59, Divorced, Sales, White, Male,55, >50K
19, Married-civ-spouse, Craft-repair, White, Male,55, <=50K
31, Never-married, Craft-repair, Other, Male,45, <=50K
22, Never-married, Sales, Asian-Pac-Islander, Male,20, <=50K
48, Never-married, Prof-specialty, White, Female,60, >50K
63, Married-civ-spouse, Exec-managerial, White, Male,60, <=50K
33, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
53, Never-married, Farming-fishing, White, Male,10, <=50K
38, Married-civ-spouse, Craft-repair, White, Male,40, >50K
39, Married-civ-spouse, Sales, White, Male,24, <=50K
59, Married-spouse-absent, Prof-specialty, White, Male,50, <=50K
45, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
39, Divorced, Adm-clerical, White, Female,45, <=50K
60, Widowed, Adm-clerical, White, Female,35, <=50K
38, Divorced, Prof-specialty, White, Female,56, <=50K
31, Divorced, Adm-clerical, White, Male,40, <=50K
61, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
66, Married-civ-spouse, ?, White, Male,24, <=50K
26, Never-married, Sales, Asian-Pac-Islander, Male,20, <=50K
60, Married-civ-spouse, Prof-specialty, White, Male,80, >50K
68, Widowed, ?, White, Female,15, <=50K
32, Divorced, Exec-managerial, White, Male,60, <=50K
25, Never-married, Exec-managerial, White, Female,20, <=50K
43, Married-civ-spouse, Exec-managerial, White, Male,40, <=50K
26, Never-married, ?, White, Male,44, <=50K
55, Married-civ-spouse, Exec-managerial, White, Male,55, >50K
66, Widowed, Transport-moving, White, Female,11, <=50K
31, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
35, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male,50, <=50K
58, Never-married, Prof-specialty, White, Male,40, >50K
56, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
22, Never-married, Other-service, White, Male,16, <=50K
46, Married-civ-spouse, Exec-managerial, Black, Male,40, >50K
33, Married-civ-spouse, Other-service, White, Female,35, <=50K
26, Married-civ-spouse, Prof-specialty, White, Male,30, <=50K
42, Married-civ-spouse, Farming-fishing, White, Male,50, <=50K
45, Never-married, Other-service, White, Female,40, <=50K
43, Married-civ-spouse, Prof-specialty, Other, Female,6, <=50K
19, Never-married, Sales, White, Male,20, <=50K
27, Never-married, Exec-managerial, White, Female,99, <=50K
51, Married-civ-spouse, Sales, White, Male,40, >50K
42, Never-married, Transport-moving, White, Male,40, <=50K
43, Married-civ-spouse, Sales, White, Male,50, >50K
38, Married-civ-spouse, Tech-support, White, Male,45, >50K
44, Divorced, Adm-clerical, White, Female,40, <=50K
36, Married-civ-spouse, Craft-repair, White, Male,64, >50K
37, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female,60, <=50K
29, Never-married, Exec-managerial, White, Male,50, >50K
53, Divorced, ?, White, Female,40, <=50K
42, Married-spouse-absent, Exec-managerial, White, Male,45, <=50K
80, Widowed, Adm-clerical, White, Female,20, <=50K
61, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
55, Married-civ-spouse, Craft-repair, White, Male,52, <=50K
20, Never-married, Other-service, White, Female,25, <=50K
23, Never-married, Craft-repair, White, Male,40, <=50K
48, Married-civ-spouse, Craft-repair, White, Male,40, >50K
24, Never-married, Exec-managerial, White, Female,50, <=50K
71, Married-civ-spouse, Craft-repair, Black, Male,40, <=50K
49, Married-civ-spouse, Other-service, White, Female,6, <=50K
39, Never-married, Armed-Forces, White, Male,50, <=50K
22, Never-married, Adm-clerical, White, Female,25, <=50K
67, Widowed, Adm-clerical, White, Female,40, <=50K
18, Never-married, Sales, White, Female,25, <=50K
38, Married-civ-spouse, Exec-managerial, White, Male,54, >50K
38, Married-civ-spouse, ?, White, Male,45, <=50K
50, Divorced, Adm-clerical, White, Female,40, <=50K
56, Married-civ-spouse, Farming-fishing, White, Female,40, <=50K
23, Never-married, Other-service, White, Female,20, <=50K
26, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
32, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
44, Never-married, Prof-specialty, White, Male,40, >50K
27, Married-spouse-absent, Farming-fishing, White, Female,40, <=50K
40, Married-civ-spouse, Protective-serv, White, Male,40, >50K
43, Married-civ-spouse, Handlers-cleaners, White, Male,60, <=50K
31, Married-civ-spouse, Craft-repair, White, Male,35, >50K
57, Married-civ-spouse, Craft-repair, White, Male,40, >50K
25, Never-married, Exec-managerial, White, Male,35, <=50K
22, Never-married, Other-service, Black, Female,36, <=50K
20, Never-married, Adm-clerical, White, Female,35, <=50K
27, Married-civ-spouse, Sales, White, Female,40, <=50K
39, Divorced, Exec-managerial, White, Female,40, <=50K
27, Never-married, Prof-specialty, White, Male,40, <=50K
41, Separated, Transport-moving, White, Male,40, <=50K
31, Never-married, Prof-specialty, White, Male,45, <=50K
41, Married-civ-spouse, Sales, White, Male,20, <=50K
25, Never-married, Exec-managerial, White, Male,40, <=50K
29, Never-married, Prof-specialty, Black, Male,40, >50K
22, Married-civ-spouse, Other-service, White, Male,50, <=50K
62, Married-civ-spouse, Protective-serv, White, Male,91, <=50K
29, Divorced, Exec-managerial, Other, Female,40, <=50K
44, Married-civ-spouse, Exec-managerial, White, Female,70, >50K
32, Married-civ-spouse, Adm-clerical, White, Female,2, <=50K
19, Never-married, ?, Black, Female,40, <=50K
20, Never-married, Machine-op-inspct, White, Female,40, <=50K
65, Married-civ-spouse, Machine-op-inspct, Black, Male,40, >50K
24, Never-married, Handlers-cleaners, White, Female,36, <=50K
37, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
43, Divorced, Tech-support, Black, Female,40, <=50K
38, Married-civ-spouse, Sales, White, Female,60, >50K
28, Never-married, Sales, White, Female,35, <=50K
33, Never-married, Handlers-cleaners, White, Male,40, <=50K
32, Married-civ-spouse, Adm-clerical, White, Female,40, >50K
38, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
33, Divorced, Tech-support, White, Female,40, <=50K
42, Married-civ-spouse, Exec-managerial, White, Male,60, >50K
27, Never-married, Craft-repair, White, Male,40, <=50K
41, Divorced, Handlers-cleaners, White, Male,40, <=50K
47, Married-civ-spouse, Prof-specialty, White, Male,60, >50K
55, Married-civ-spouse, Exec-managerial, White, Male,45, <=50K
30, Never-married, Craft-repair, White, Male,8, <=50K
54, Widowed, Craft-repair, White, Female,50, <=50K
40, Married-civ-spouse, Adm-clerical, White, Male,40, >50K
21, Never-married, Adm-clerical, White, Female,40, <=50K
34, Divorced, Craft-repair, White, Female,25, <=50K
30, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
31, Never-married, Adm-clerical, White, Female,45, <=50K
22, Never-married, Transport-moving, White, Male,37, <=50K
37, Married-civ-spouse, Other-service, Black, Male,40, >50K
41, Married-civ-spouse, ?, Asian-Pac-Islander, Female,40, <=50K
52, Never-married, Prof-specialty, White, Female,40, <=50K
57, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
48, Divorced, Adm-clerical, White, Female,48, <=50K
58, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
35, Married-civ-spouse, Craft-repair, White, Male,50, <=50K
40, Never-married, Exec-managerial, White, Female,45, <=50K
30, Divorced, Sales, White, Female,25, <=50K
26, Married-civ-spouse, Exec-managerial, White, Male,40, <=50K
46, Married-civ-spouse, Prof-specialty, White, Male,60, <=50K
26, Married-civ-spouse, Adm-clerical, Black, Male,40, <=50K
50, Divorced, Prof-specialty, Black, Female,40, <=50K
22, Married-civ-spouse, Transport-moving, White, Male,50, >50K
36, Widowed, Tech-support, Asian-Pac-Islander, Female,40, <=50K
30, Married-civ-spouse, Sales, White, Male,52, >50K
58, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
17, Never-married, ?, White, Male,40, <=50K
72, Separated, Other-service, White, Female,25, <=50K
19, Never-married, Adm-clerical, White, Female,40, <=50K
29, Married-civ-spouse, Other-service, White, Female,40, <=50K
20, Never-married, ?, Black, Female,25, <=50K
30, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
47, Divorced, Other-service, White, Female,45, <=50K
51, Married-civ-spouse, Prof-specialty, White, Male,45, >50K
26, Married-civ-spouse, Handlers-cleaners, White, Male,40, <=50K
24, Never-married, Exec-managerial, White, Male,42, <=50K
44, Divorced, Sales, White, Male,24, <=50K
43, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
35, Never-married, Exec-managerial, White, Male,50, <=50K
51, Married-civ-spouse, Tech-support, White, Male,50, >50K
41, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
38, Divorced, Adm-clerical, Other, Female,40, <=50K
39, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female,20, <=50K
54, Separated, Sales, White, Female,43, <=50K
62, Never-married, Craft-repair, White, Male,40, <=50K
45, Married-civ-spouse, Exec-managerial, White, Male,60, <=50K
30, Never-married, Exec-managerial, Black, Female,35, <=50K
32, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
23, Divorced, Other-service, White, Female,40, <=50K
84, Widowed, Adm-clerical, White, Female,14, <=50K
46, Never-married, Prof-specialty, White, Male,60, <=50K
67, Divorced, Adm-clerical, White, Female,40, <=50K
29, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
33, Never-married, Exec-managerial, White, Male,55, >50K
23, Married-civ-spouse, Tech-support, White, Male,42, <=50K
63, Married-civ-spouse, ?, White, Male,55, >50K
55, Separated, ?, Black, Female,40, <=50K
42, Divorced, Prof-specialty, White, Female,40, <=50K
17, Never-married, Other-service, Amer-Indian-Eskimo, Female,20, <=50K
60, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
31, Divorced, Transport-moving, White, Male,40, <=50K
28, Never-married, Adm-clerical, White, Male,40, <=50K
31, Married-civ-spouse, Handlers-cleaners, Black, Male,48, <=50K
65, Married-civ-spouse, ?, White, Male,40, >50K
31, Never-married, Exec-managerial, White, Male,50, >50K
61, Divorced, Handlers-cleaners, Black, Female,40, <=50K
43, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
40, Never-married, Adm-clerical, Black, Female,49, <=50K
39, Never-married, Exec-managerial, White, Male,40, <=50K
37, Married-spouse-absent, Adm-clerical, Black, Female,27, <=50K
47, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male,40, <=50K
45, Married-civ-spouse, Transport-moving, White, Male,65, >50K
30, Married-civ-spouse, Craft-repair, White, Male,60, <=50K
30, Never-married, Prof-specialty, White, Male,40, <=50K
49, Divorced, Prof-specialty, White, Male,44, >50K
51, Married-civ-spouse, Craft-repair, White, Male,40, >50K
31, Never-married, Prof-specialty, White, Female,72, >50K
48, Married-civ-spouse, Exec-managerial, White, Female,25, >50K
20, Never-married, Adm-clerical, Asian-Pac-Islander, Female,30, <=50K
32, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
31, Never-married, ?, Black, Female,40, <=50K
19, Never-married, Adm-clerical, White, Male,25, <=50K
50, Divorced, Exec-managerial, White, Female,35, <=50K
33, Married-civ-spouse, Exec-managerial, White, Male,50, <=50K
25, Never-married, ?, White, Male,20, <=50K
49, Divorced, Craft-repair, White, Male,40, <=50K
30, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
23, Never-married, Sales, White, Male,40, <=50K
44, Married-civ-spouse, Exec-managerial, White, Female,32, >50K
24, Never-married, Sales, White, Male,5, <=50K
28, Never-married, Adm-clerical, Asian-Pac-Islander, Female,45, <=50K
56, Divorced, Adm-clerical, White, Female,40, <=50K
38, Never-married, Adm-clerical, White, Female,38, <=50K
20, Never-married, Adm-clerical, White, Female,20, <=50K
82, Widowed, Exec-managerial, White, Female,18, <=50K
52, Married-civ-spouse, Protective-serv, White, Male,60, >50K
32, Never-married, Craft-repair, Black, Male,40, <=50K
37, Separated, Prof-specialty, White, Female,32, <=50K
36, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
39, Married-civ-spouse, Adm-clerical, White, Male,40, >50K
30, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, <=50K
49, Married-civ-spouse, Protective-serv, White, Male,56, <=50K
40, Divorced, Exec-managerial, White, Female,40, <=50K
42, Married-civ-spouse, Transport-moving, White, Male,45, <=50K
35, Never-married, Prof-specialty, White, Male,40, <=50K
39, Divorced, Other-service, White, Female,81, <=50K
32, Married-spouse-absent, Craft-repair, White, Male,40, <=50K
22, Never-married, Craft-repair, White, Male,50, <=50K
53, Divorced, Adm-clerical, White, Female,40, <=50K
25, Never-married, Adm-clerical, White, Male,40, <=50K
17, Never-married, ?, White, Male,30, <=50K
44, Married-civ-spouse, Craft-repair, White, Male,70, >50K
52, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
42, Married-civ-spouse, Transport-moving, Amer-Indian-Eskimo, Male,40, <=50K
34, Married-civ-spouse, Transport-moving, White, Male,50, <=50K
27, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
37, Never-married, Machine-op-inspct, Black, Male,40, <=50K
39, Married-civ-spouse, Prof-specialty, Other, Female,38, >50K
26, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
48, Married-civ-spouse, Exec-managerial, White, Female,38, >50K
57, Divorced, Sales, White, Female,28, <=50K
36, Separated, Exec-managerial, White, Male,48, <=50K
27, Never-married, Sales, White, Female,40, <=50K
17, Never-married, Handlers-cleaners, White, Male,15, <=50K
30, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
37, Married-civ-spouse, Adm-clerical, Black, Female,48, >50K
31, Never-married, Sales, White, Female,40, <=50K
23, Never-married, Adm-clerical, White, Female,20, <=50K
32, Never-married, Craft-repair, White, Male,45, <=50K
58, Married-civ-spouse, Sales, White, Male,40, >50K
31, Never-married, Other-service, White, Female,8, <=50K
44, Married-civ-spouse, Exec-managerial, Black, Male,40, >50K
39, Divorced, Tech-support, Black, Female,40, <=50K
59, Married-civ-spouse, Craft-repair, White, Male,45, >50K
42, Married-civ-spouse, Transport-moving, White, Male,48, >50K
